Id. Biblioth�que actuelle;ppn;ID Localisation;Desc Cote Principale;count
LASH;003738949;SL1;034 QSJ 2223;0
LASH;001051369;SL1;034 QSJ 2228;0
LASH;001048538;SL1;034 QSJ 2219;0
LASH;000958247;SL1;034 QSJ 2227;0
LASH;000958247;SL1;034 QSJ 2227;0
LASH;005821819;SL1;034 QSJ 223;0
LASH;045268738;SL1;034 QSJ 2230;23
LASH;00167773X;SL1;034 QSJ 2230;23
LASH;000961310;SL1;034 QSJ 2240;44
LASH;045268738;SL1;034 QSJ 2230;23
LASH;165073101;SL1;034 QSJ 2241;50
LASH;004187679;SL1;034 QSJ 2241;6
LASH;00169135X;SL1;034 QSJ 2234;20
LASH;090234073;SL1;034 QSJ 2241;49
LASH;003198995;SL1;034 QSJ 2236;42
LASH;001194011;SL1;034 QSJ 2247;42
LASH;004487818;SL1;034 QSJ 225;21
LASH;000963054;SL1;034 QSJ 2242;59
LASH;003198995;SL1;034 QSJ 2236;42
LASH;001205919;SL1;034 QSJ 2248;46
LASH;000967351;SL1;034 QSJ 2232;49
LASH;000958085;SL1;034 QSJ 2237;48
LASH;00252547X;SL1;034 QSJ 2238;44
LASH;001201476;SL1;034 QSJ 2246;54
LASH;003198995;SL1;034 QSJ 2236;42
LASH;046544003;SL1;034 QSJ 2270;34
LASH;001086960;SL1;034 QSJ 2261;63
LASH;001086367;SL1;034 QSJ 2268;44
LASH;002659751;SL1;034 QSJ 227;33
LASH;001096168;SL1;034 QSJ 2275;0
LASH;000972924;SL1;034 QSJ 2256;0
LASH;002675994;SL1;034 QSJ 2251;0
LASH;004187679;SL1;034 QSJ 2241;0
LASH;045219575;SL1;034 QSJ 2277;0
LASH;001198807;SL1;034 QSJ 2260;0
LASH;12759664X;SL1;034 QSJ 2270;0
LASH;081995245;SL1;034 QSJ 2251;0
LASH;001071297;SL1;034 QSJ 2276;0
LASH;001088998;SL1;034 QSJ 2267;0
LASH;000972924;SL1;034 QSJ 2256;0
LASH;060780568;SL1;034 QSJ 2278;0
LASH;046544003;SL1;034 QSJ 2270;0
LASH;045196680;SL1;034 QSJ 2288;0
LASH;001113313;SL1;034 QSJ 2258;0
LASH;001087010;SL1;034 QSJ 2284;0
LASH;081995245;SL1;034 QSJ 2251;0
LASH;002119366;SL1;034 QSJ 229;0
LASH;12759664X;SL1;034 QSJ 2270;0
LASH;045219575;SL1;034 QSJ 2277;0
LASH;060780568;SL1;034 QSJ 2278;0
LASH;045196680;SL1;034 QSJ 2288;0
LASH;001064614;SL1;034 QSJ 2280;0
LASH;045196680;SL1;034 QSJ 2288;0
LASH;001095412;SL1;034 QSJ 2300;0
LASH;079452825;SL1;034 QSJ 2287;0
LASH;001144804;SL1;034 QSJ 2298;0
LASH;001087231;SL1;034 QSJ 2286;0
LASH;142929913;SL1;034 QSJ 2312;0
LASH;045313059;SL1;034 QSJ 2319;0
LASH;001150790;SL1;034 QSJ 2311;0
LASH;002371480;SL1;034 QSJ 2312;0
LASH;001107496;SL1;034 QSJ 2314;0
LASH;069494584;SL1;034 QSJ 2311;0
LASH;001085905;SL1;034 QSJ 2305;0
LASH;003050351;SL1;034 QSJ 2313;0
LASH;001106139;SL1;034 QSJ 2307;0
LASH;001153080;SL1;034 QSJ 2313;0
LASH;001227831;SL1;034 QSJ 2303;0
LASH;001147455;SL1;034 QSJ 2301;0
LASH;060978406;SL1;034 QSJ 2287;0
LASH;010337547;SL1;034 QSJ 2312;0
LASH;001151924;SL1;034 QSJ 2322;0
LASH;001092758;SL1;034 QSJ 2297;0
LASH;069494584;SL1;034 QSJ 2311;0
LASH;045266425;SL1;034 QSJ 2314;0
LASH;00115205X;SL1;034 QSJ 2321;0
LASH;061662313;SL1;034 QSJ 2286;0
LASH;001177885;SL1;034 QSJ 2337;0
LASH;00116581X;SL1;034 QSJ 2317;0
LASH;001155113;SL1;034 QSJ 2323;0
LASH;061119687;SL1;034 QSJ 2326;0
LASH;001110454;SL1;034 QSJ 2319;0
LASH;00115205X;SL1;034 QSJ 2321;0
LASH;002962438;SL1;034 QSJ 2323;0
LASH;045266425;SL1;034 QSJ 2314;0
LASH;00114569X;SL1;034 QSJ 2320;0
LASH;045313059;SL1;034 QSJ 2319;0
LASH;006013007;SL1;034 QSJ 2338;0
LASH;001158899;SL1;034 QSJ 2325;0
LASH;108572919;SL1;034 QSJ 232;0
LASH;006013007;SL1;034 QSJ 2338;0
LASH;061119687;SL1;034 QSJ 2326;0
LASH;045310394;SL1;034 QSJ 2341;0
LASH;005268311;SL1;034 QSJ 2332;0
LASH;001171828;SL1;034 QSJ 2345;0
LASH;001159410;SL1;034 QSJ 2329;0
LASH;045310394;SL1;034 QSJ 2341;0
LASH;001177885;SL1;034 QSJ 2337;0
LASH;061119687;SL1;034 QSJ 2326;0
LASH;004440528;SL1;034 QSJ 235;52
LASH;001310054;SL1;034 QSJ 2350;64
LASH;003920186;SL1;034 QSJ 2352;73
LASH;011100893;SL1;034 QSJ 2351;15
LASH;011100893;SL1;034 QSJ 2351;15
LASH;056435754;SL1;034 QSJ 2354;39
LASH;056435754;SL1;034 QSJ 2354;39
LASH;003920186;SL1;034 QSJ 2352;73
LASH;056435754;SL1;034 QSJ 2354;39
LASH;001323989;SL1;034 QSJ 2353;67
LASH;142969613;SL1;034 QSJ 2359;75
LASH;142969613;SL1;034 QSJ 2359;75
LASH;001627074;SL1;034 QSJ 2354;29
LASH;074175122;SL1;034 QSJ 2358;56
LASH;073452912;SL1;034 QSJ 2359;52
LASH;001227599;SL1;034 QSJ 2378;50
LASH;001227742;SL1;034 QSJ 2382;61
LASH;004234731;SL1;034 QSJ 2378;15
LASH;001298461;SL1;034 QSJ 2400;50
LASH;003298736;SL1;034 QSJ 2399;26
LASH;00449136X;SL1;034 QSJ 2389;23
LASH;003294013;SL1;034 QSJ 2386;25
LASH;00244450X;SL1;034 QSJ 2398;41
LASH;059838094;SL1;034 QSJ 2393;73
LASH;07639235X;SL1;034 QSJ 2396;128
LASH;07639235X;SL1;034 QSJ 2396;0
LASH;001241885;SL1;034 QSJ 2390;0
LASH;004234731;SL1;034 QSJ 2378;0
LASH;005587492;SL1;034 QSJ 2390;0
LASH;004288580;SL1;034 QSJ 2415;0
LASH;001276336;SL1;034 QSJ 2406;0
LASH;002444259;SL1;034 QSJ 2396;0
LASH;004288580;SL1;034 QSJ 2415;0
LASH;061693065;SL1;034 QSJ 2408;0
LASH;00129850X;SL1;034 QSJ 2412;0
LASH;008295174;SL1;034 QSJ 242;0
LASH;074175122;SL1;034 QSJ 2358;0
LASH;068548893;SL1;034 QSJ 2357;0
LASH;001298429;SL1;034 QSJ 2405;0
LASH;001349104;SL1;034 QSJ 2365;0
LASH;136756425;SL1;034 QSJ 2415;0
LASH;001276751;SL1;034 QSJ 2418;0
LASH;001241885;SL1;034 QSJ 2390;0
LASH;136756425;SL1;034 QSJ 2415;0
LASH;068548893;SL1;034 QSJ 2357;0
LASH;003298736;SL1;034 QSJ 2399;0
LASH;002457083;SL1;034 QSJ 2401;0
LASH;001242067;SL1;034 QSJ 2384;0
LASH;003884260;SL1;034 QSJ 2393;0
LASH;001270028;SL1;034 QSJ 2416;0
LASH;136756425;SL1;034 QSJ 2415;0
LASH;001227629;SL1;034 QSJ 2383;0
LASH;002457067;SL1;034 QSJ 236;0
LASH;142969613;SL1;034 QSJ 2359;0
LASH;001227831;SL1;034 QSJ 2393;0
LASH;114650586;SL1;034 QSJ 2414;0
LASH;004288580;SL1;034 QSJ 2415;0
LASH;008017093;SL1;034 QSJ 241;0
LASH;001276751;SL1;034 QSJ 2418;0
LASH;004288580;SL1;034 QSJ 2415;0
LASH;130531391;SL1;034 QSJ 2423;0
LASH;001381148;SL1;034 QSJ 2425;0
LASH;001298208;SL1;034 QSJ 2430;0
LASH;068886519;SL1;034 QSJ 2429;0
LASH;130531391;SL1;034 QSJ 2423;0
LASH;010751068;SL1;034 QSJ 243;0
LASH;003294226;SL1;034 QSJ 2422;0
LASH;001280422;SL1;034 QSJ 2437;0
LASH;001298488;SL1;034 QSJ 2438;0
LASH;130531391;SL1;034 QSJ 2423;0
LASH;070176450;SL1;034 QSJ 2434;0
LASH;004299817;SL1;034 QSJ 2441;0
LASH;001527444;SL1;034 QSJ 2454;0
LASH;001546554;SL1;034 QSJ 2444;0
LASH;001560905;SL1;034 QSJ 2450;0
LASH;003739082;SL1;034 QSJ 2440;0
LASH;068693826;SL1;034 QSJ 2456;0
LASH;001441264;SL1;034 QSJ 2442;0
LASH;000244664;SL1;034 QSJ 2440;0
LASH;059841273;SL1;034 QSJ 2423;0
LASH;068693826;SL1;034 QSJ 2456;0
LASH;049130382;SL1;034 QSJ 2458;0
LASH;068693826;SL1;034 QSJ 2456;0
LASH;000245083;SL1;034 QSJ 2448;0
LASH;001570412;SL1;034 QSJ 2453;0
LASH;003739082;SL1;034 QSJ 2440;0
LASH;059256699;SL1;034 QSJ 2437;0
LASH;000244661;SL1;034 QSJ 2450;0
LASH;003739082;SL1;034 QSJ 2440;0
LASH;00144123X;SL1;034 QSJ 2460;0
LASH;195656105;SL1;034 QSJ 2423;0
LASH;067344283;SL1;034 QSJ 2448;0
LASH;001298208;SL1;034 QSJ 2430;0
LASH;001410377;SL1;034 QSJ 2440;0
LASH;003294382;SL1;034 QSJ 2461;0
LASH;007343701;SL1;034 QSJ 2464;0
LASH;005213150;SL1;034 QSJ 2465;20
LASH;007343701;SL1;034 QSJ 2464;21
LASH;007343701;SL1;034 QSJ 2464;21
LASH;002231778;SL1;034 QSJ 2554;36
LASH;000245079;SL1;034 QSJ 2480;0
LASH;045191816;SL1;034 QSJ 2473;13
LASH;001496077;SL1;034 QSJ 2468;41
LASH;001496085;SL1;034 QSJ 2466;61
LASH;001539272;SL1;034 QSJ 2478;64
LASH;000244658;SL1;034 QSJ 2498;0
LASH;000245079;SL1;034 QSJ 2480;0
LASH;001536508;SL1;034 QSJ 2496;59
LASH;14000632X;SL1;034 QSJ 247;55
LASH;060100923;SL1;034 QSJ 250;41
LASH;003294145;SL1;034 QSJ 2486;61
LASH;003294145;SL1;034 QSJ 2486;61
LASH;001566725;SL1;034 QSJ 2498;48
LASH;002119870;SL1;034 QSJ 2469;23
LASH;001570544;SL1;034 QSJ 2491;83
LASH;001601946;SL1;034 QSJ 2505;43
LASH;001613650;SL1;034 QSJ 2503;56
LASH;001626795;SL1;034 QSJ 2508;50
LASH;128209259;SL1;034 QSJ 2513;61
LASH;00157051X;SL1;034 QSJ 2509;58
LASH;013196448;SL1;034 QSJ 2506;0
LASH;001592548;SL1;034 QSJ 2515;0
LASH;001626876;SL1;034 QSJ 2514;0
LASH;151024634;SL1;034 QSJ 2518;0
LASH;059851953;SL1;034 QSJ 2519;0
LASH;060786760;SL1;034 QSJ 2513;0
LASH;004259408;SL1;034 QSJ 2513;0
LASH;079509436;SL1;034 QSJ 2519;0
LASH;14634572X;SL1;034 QSJ 2524;0
LASH;164152121;SL1;034 QSJ 2524;0
LASH;008087679;SL1;034 QSJ 2524;0
LASH;047709693;SL1;034 QSJ 2519;0
LASH;001602020;SL1;034 QSJ 2522;0
LASH;001626779;SL1;034 QSJ 2523;0
LASH;001570218;SL1;034 QSJ 2495;0
LASH;00223176X;SL1;034 QSJ 2518;0
LASH;001650718;SL1;034 QSJ 2526;0
LASH;136136273;SL1;034 QSJ 2473;0
LASH;00309331X;SL1;034 QSJ 2475;0
LASH;001626795;SL1;034 QSJ 2508;0
LASH;000244658;SL1;034 QSJ 2498;0
LASH;001601938;SL1;034 QSJ 2513;0
LASH;003762254;SL1;034 QSJ 2528;0
LASH;001538977;SL1;034 QSJ 2470;0
LASH;001549839;SL1;034 QSJ 2480;0
LASH;001626981;SL1;034 QSJ 2506;0
LASH;001778382;SL1;034 QSJ 2532;0
LASH;001410652;SL1;034 QSJ 2528;0
LASH;121640841;SL1;034 QSJ 2534;0
LASH;074263714;SL1;034 QSJ 2534;0
LASH;001677527;SL1;034 QSJ 2531;0
LASH;001678272;SL1;034 QSJ 2529;0
LASH;001702807;SL1;034 QSJ 2537;0
LASH;002056275;SL1;034 QSJ 2539;0
LASH;001702807;SL1;034 QSJ 2537;0
LASH;004441028;SL1;034 QSJ 2546;0
LASH;004353358;SL1;034 QSJ 2550;0
LASH;000244616;SL1;034 QSJ 2539;0
LASH;059840129;SL1;034 QSJ 2546;0
LASH;001678248;SL1;034 QSJ 2536;0
LASH;007561547;SL1;034 QSJ 2551;0
LASH;074263714;SL1;034 QSJ 2534;0
LASH;007561547;SL1;034 QSJ 2551;0
LASH;001778471;SL1;034 QSJ 2549;0
LASH;001778501;SL1;034 QSJ 2548;0
LASH;14010089X;SL1;034 QSJ 2556;0
LASH;05097453X;SL1;034 QSJ 2556;0
LASH;14010089X;SL1;034 QSJ 2556;0
LASH;078115744;SL1;034 QSJ 2555;0
LASH;002231735;SL1;034 QSJ 2558;0
LASH;117316377;SL1;034 QSJ 253;0
LASH;002056496;SL1;034 QSJ 2540;0
LASH;001778528;SL1;034 QSJ 2551;0
LASH;002119358;SL1;034 QSJ 2555;0
LASH;004441028;SL1;034 QSJ 2546;0
LASH;047517069;SL1;034 QSJ 256;0
LASH;003322971;SL1;034 QSJ 253;0
LASH;007561547;SL1;034 QSJ 2551;0
LASH;001778285;SL1;034 QSJ 2553;0
LASH;140096302;SL1;034 QSJ 2567;0
LASH;140096302;SL1;034 QSJ 2567;0
LASH;002324148;SL1;034 QSJ 2571;0
LASH;076363279;SL1;034 QSJ 2567;0
LASH;140096302;SL1;034 QSJ 2567;0
LASH;123470099;SL1;034 QSJ 2574;0
LASH;049001183;SL1;034 QSJ 2579;0
LASH;002324016;SL1;034 QSJ 2575;0
LASH;076363279;SL1;034 QSJ 2567;0
LASH;002264560;SL1;034 QSJ 2574;0
LASH;002269058;SL1;034 QSJ 2579;0
LASH;00211934X;SL1;034 QSJ 2561;0
LASH;048050474;SL1;034 QSJ 2575;0
LASH;056436246;SL1;034 QSJ 2579;0
LASH;002264285;SL1;034 QSJ 2577;0
LASH;056436246;SL1;034 QSJ 2579;0
LASH;117318027;SL1;034 QSJ 2576;0
LASH;002371820;SL1;034 QSJ 2581;54
LASH;002354934;SL1;034 QSJ 2580;50
LASH;004263731;SL1;034 QSJ 2580;22
LASH;002231727;SL1;034 QSJ 2584;67
LASH;002231727;SL1;034 QSJ 2584;67
LASH;130457000;SL1;034 QSJ 2591;98
LASH;002371561;SL1;034 QSJ 2591;47
LASH;002371510;SL1;034 QSJ 2588;35
LASH;002354624;SL1;034 QSJ 2586;74
LASH;118664913;SL1;034 QSJ 2596;43
LASH;002354659;SL1;034 QSJ 2595;51
LASH;080448844;SL1;034 QSJ 2603;62
LASH;003884147;SL1;034 QSJ 2588;18
LASH;002401681;SL1;034 QSJ 2600;79
LASH;054060621;SL1;034 QSJ 2599;84
LASH;130457000;SL1;034 QSJ 2591;98
LASH;002354586;SL1;034 QSJ 2593;37
LASH;071472525;SL1;034 QSJ 262;65
LASH;140698922;SL1;034 QSJ 2614;101
LASH;140698922;SL1;034 QSJ 2614;101
LASH;088746259;SL1;034 QSJ 2602;84
LASH;054060621;SL1;034 QSJ 2599;84
LASH;140698922;SL1;034 QSJ 2614;101
LASH;002476827;SL1;034 QSJ 2621;45
LASH;075935392;SL1;034 QSJ 2614;75
LASH;080448844;SL1;034 QSJ 2603;0
LASH;048077933;SL1;034 QSJ 2606;0
LASH;002371626;SL1;034 QSJ 2594;0
LASH;002476983;SL1;034 QSJ 2607;0
LASH;130457000;SL1;034 QSJ 2591;0
LASH;002509490;SL1;034 QSJ 2631;0
LASH;002525356;SL1;034 QSJ 2633;0
LASH;00249065X;SL1;034 QSJ 2630;0
LASH;003591077;SL1;034 QSJ 2630;0
LASH;002525356;SL1;034 QSJ 2633;0
LASH;054060621;SL1;034 QSJ 2599;0
LASH;140698922;SL1;034 QSJ 2614;0
LASH;079036295;SL1;034 QSJ 2645;0
LASH;002550008;SL1;034 QSJ 2645;0
LASH;069066884;SL1;034 QSJ 2639;0
LASH;069066884;SL1;034 QSJ 2639;0
LASH;069066884;SL1;034 QSJ 2639;0
LASH;002527111;SL1;034 QSJ 2639;0
LASH;059738030;SL1;034 QSJ 2656;0
LASH;00249065X;SL1;034 QSJ 2630;0
LASH;059738030;SL1;034 QSJ 2656;0
LASH;002509490;SL1;034 QSJ 2631;0
LASH;003050335;SL1;034 QSJ 2652;0
LASH;002581264;SL1;034 QSJ 2657;0
LASH;002641801;SL1;034 QSJ 2658;0
LASH;003616703;SL1;034 QSJ 2645;0
LASH;061091138;SL1;034 QSJ 2646;0
LASH;003591077;SL1;034 QSJ 2630;0
LASH;069066884;SL1;034 QSJ 2639;0
LASH;059738030;SL1;034 QSJ 2656;0
LASH;000005619;SL1;034 QSJ 2646;0
LASH;002935791;SL1;034 QSJ 2596;0
LASH;015522229;SL1;034 QSJ 2667;0
LASH;002672529;SL1;034 QSJ 2666;0
LASH;075914360;SL1;034 QSJ 2667;0
LASH;002672529;SL1;034 QSJ 2666;0
LASH;075914360;SL1;034 QSJ 2667;0
LASH;075914360;SL1;034 QSJ 2667;0
LASH;002549344;SL1;034 QSJ 2651;0
LASH;11731692X;SL1;034 QSJ 2671;0
LASH;002673592;SL1;034 QSJ 2678;0
LASH;002656280;SL1;034 QSJ 2680;0
LASH;002673568;SL1;034 QSJ 2675;0
LASH;002690160;SL1;034 QSJ 2660;0
LASH;133509397;SL1;034 QSJ 2671;0
LASH;002549379;SL1;034 QSJ 2650;0
LASH;002672588;SL1;034 QSJ 2674;0
LASH;155980378;SL1;034 QSJ 2671;0
LASH;069160155;SL1;034 QSJ 2671;0
LASH;002641763;SL1;034 QSJ 2664;0
LASH;002769123;SL1;034 QSJ 2694;0
LASH;002693941;SL1;034 QSJ 2684;0
LASH;002691493;SL1;034 QSJ 2685;0
LASH;002673541;SL1;034 QSJ 2691;0
LASH;140758402;SL1;034 QSJ 2687;0
LASH;008250529;SL1;034 QSJ 269;0
LASH;002751704;SL1;034 QSJ 2688;0
LASH;002799634;SL1;034 QSJ 2708;0
LASH;002799634;SL1;034 QSJ 2708;0
LASH;002769352;SL1;034 QSJ 2701;0
LASH;000000000;SL1;034 QSJ 270;0
LASH;045263892;SL1;034 QSJ 2696;0
LASH;003294358;SL1;034 QSJ 2702;0
LASH;045263892;SL1;034 QSJ 2696;0
LASH;002691337;SL1;034 QSJ 2698;0
LASH;002673541;SL1;034 QSJ 2691;0
LASH;002769409;SL1;034 QSJ 2706;0
LASH;002799596;SL1;034 QSJ 2710;0
LASH;140758402;SL1;034 QSJ 2687;0
LASH;002957698;SL1;034 QSJ 2711;44
LASH;00279957X;SL1;034 QSJ 2712;71
LASH;003591069;SL1;034 QSJ 2710;51
LASH;003591069;SL1;034 QSJ 2710;51
LASH;003591069;SL1;034 QSJ 2710;51
LASH;003779904;SL1;034 QSJ 2718;24
LASH;002942771;SL1;034 QSJ 2725;65
LASH;002908212;SL1;034 QSJ 2717;81
LASH;003011445;SL1;034 QSJ 2714;82
LASH;011461616;SL1;034 QSJ 2719;31
LASH;059940743;SL1;034 QSJ 2731;47
LASH;003781054;SL1;034 QSJ 2731;10
LASH;008152489;SL1;034 QSJ 2720;32
LASH;008152489;SL1;034 QSJ 2720;32
LASH;002972131;SL1;034 QSJ 2723;54
LASH;059940743;SL1;034 QSJ 2731;47
LASH;059940743;SL1;034 QSJ 2731;47
LASH;061778087;SL1;034 QSJ 281;82
LASH;059940743;SL1;034 QSJ 2731;47
LASH;045184895;SL1;034 QSJ 2731;11
LASH;002850036;SL1;034 QSJ 2720;79
LASH;002769336;SL1;034 QSJ 2726;53
LASH;002850087;SL1;034 QSJ 2728;63
LASH;002799499;SL1;034 QSJ 2734;0
LASH;05964544X;SL1;034 QSJ 2732;0
LASH;079573339;SL1;034 QSJ 2737;0
LASH;00294278X;SL1;034 QSJ 2735;0
LASH;00289517X;SL1;034 QSJ 2737;0
LASH;002799448;SL1;034 QSJ 2732;0
LASH;002799448;SL1;034 QSJ 2732;0
LASH;087763060;SL1;034 QSJ 2739;0
LASH;004032837;SL1;034 QSJ 2738;0
LASH;075942607;SL1;034 QSJ 2739;0
LASH;002799448;SL1;034 QSJ 2732;0
LASH;134350146;SL1;034 QSJ 2738;0
LASH;002881659;SL1;034 QSJ 2733;0
LASH;079573339;SL1;034 QSJ 2737;0
LASH;087763060;SL1;034 QSJ 2739;0
LASH;00289369X;SL1;034 QSJ 2749;0
LASH;048957062;SL1;034 QSJ 2742;0
LASH;074264079;SL1;034 QSJ 274;0
LASH;002942860;SL1;034 QSJ 2742;0
LASH;00289517X;SL1;034 QSJ 2737;0
LASH;075942607;SL1;034 QSJ 2739;0
LASH;000517143;SL1;034 QSJ 274;0
LASH;004259327;SL1;034 QSJ 2739;0
LASH;000116822;SL1;034 QSJ 2741;0
LASH;002930609;SL1;034 QSJ 2748;0
LASH;002941279;SL1;034 QSJ 2743;0
LASH;137297122;SL1;034 QSJ 275;0
LASH;055150667;SL1;034 QSJ 275;0
LASH;002943557;SL1;034 QSJ 2754;0
LASH;002942836;SL1;034 QSJ 2751;0
LASH;002973960;SL1;034 QSJ 2764;0
LASH;004436237;SL1;034 QSJ 2765;0
LASH;003095266;SL1;034 QSJ 2763;0
LASH;137297122;SL1;034 QSJ 275;0
LASH;055150667;SL1;034 QSJ 275;0
LASH;002895064;SL1;034 QSJ 2759;0
LASH;14297000X;SL1;034 QSJ 2756;0
LASH;14297000X;SL1;034 QSJ 2756;0
LASH;002977532;SL1;034 QSJ 2778;0
LASH;002977583;SL1;034 QSJ 2783;0
LASH;04528217X;SL1;034 QSJ 2770;0
LASH;003096548;SL1;034 QSJ 2794;0
LASH;003096548;SL1;034 QSJ 2794;0
LASH;002977931;SL1;034 QSJ 2770;0
LASH;047928697;SL1;034 QSJ 2787;0
LASH;002977583;SL1;034 QSJ 2783;0
LASH;04528217X;SL1;034 QSJ 2770;0
LASH;047928697;SL1;034 QSJ 2787;0
LASH;002913933;SL1;034 QSJ 2766;0
LASH;003265048;SL1;034 QSJ 2790;0
LASH;075452529;SL1;034 QSJ 277;0
LASH;003023044;SL1;034 QSJ 2787;0
LASH;00323620X;SL1;034 QSJ 2819;0
LASH;003232131;SL1;034 QSJ 2801;0
LASH;003318885;SL1;034 QSJ 2817;0
LASH;123273056;SL1;034 QSJ 2765;0
LASH;00302301X;SL1;034 QSJ 2788;0
LASH;059552948;SL1;034 QSJ 2754;0
LASH;002973650;SL1;034 QSJ 2755;0
LASH;003023079;SL1;034 QSJ 2808;0
LASH;04528217X;SL1;034 QSJ 2770;0
LASH;003023044;SL1;034 QSJ 2787;0
LASH;002942968;SL1;034 QSJ 2757;0
LASH;045208441;SL1;034 QSJ 2806;0
LASH;00294281X;SL1;034 QSJ 2750;0
LASH;00323214X;SL1;034 QSJ 2803;0
LASH;00323214X;SL1;034 QSJ 2803;0
LASH;122617266;SL1;034 QSJ 2829;0
LASH;15600559X;SL1;034 QSJ 2814;0
LASH;122617266;SL1;034 QSJ 2829;0
LASH;122617266;SL1;034 QSJ 2829;0
LASH;003322858;SL1;034 QSJ 2833;0
LASH;003383628;SL1;034 QSJ 2830;0
LASH;003323757;SL1;034 QSJ 2831;0
LASH;003236056;SL1;034 QSJ 2829;0
LASH;003383628;SL1;034 QSJ 2830;0
LASH;003591999;SL1;034 QSJ 2834;27
LASH;003322424;SL1;034 QSJ 2835;60
LASH;124402305;SL1;034 QSJ 2834;69
LASH;124402305;SL1;034 QSJ 2834;69
LASH;124402305;SL1;034 QSJ 2834;69
LASH;003322424;SL1;034 QSJ 2835;60
LASH;003322556;SL1;034 QSJ 2838;45
LASH;00435608X;SL1;034 QSJ 2839;37
LASH;00332687X;SL1;034 QSJ 2847;67
LASH;003149560;SL1;034 QSJ 2839;69
LASH;003740099;SL1;034 QSJ 2854;24
LASH;003805018;SL1;034 QSJ 2846;23
LASH;003323552;SL1;034 QSJ 2840;76
LASH;003236188;SL1;034 QSJ 2867;66
LASH;003399044;SL1;034 QSJ 2870;88
LASH;003740099;SL1;034 QSJ 2854;24
LASH;004031644;SL1;034 QSJ 2856;11
LASH;003398919;SL1;034 QSJ 2869;78
LASH;067235557;SL1;034 QSJ 2855;79
LASH;047635894;SL1;034 QSJ 2868;18
LASH;00335895X;SL1;034 QSJ 2842;59
LASH;003318893;SL1;034 QSJ 2868;57
LASH;00338036X;SL1;034 QSJ 2841;80
LASH;003322890;SL1;034 QSJ 2858;81
LASH;136741576;SL1;034 QSJ 285;50
LASH;003380270;SL1;034 QSJ 2860;0
LASH;003322890;SL1;034 QSJ 2858;0
LASH;058923020;SL1;034 QSJ 2856;0
LASH;003399044;SL1;034 QSJ 2870;0
LASH;136741576;SL1;034 QSJ 285;0
LASH;081270046;SL1;034 QSJ 2873;0
LASH;003383318;SL1;034 QSJ 2873;0
LASH;081270046;SL1;034 QSJ 2873;0
LASH;047635894;SL1;034 QSJ 2868;0
LASH;003383601;SL1;034 QSJ 2874;0
LASH;003805018;SL1;034 QSJ 2846;0
LASH;003475905;SL1;034 QSJ 2878;0
LASH;004115066;SL1;034 QSJ 2876;0
LASH;003475905;SL1;034 QSJ 2878;0
LASH;052195457;SL1;034 QSJ 2879;0
LASH;003322254;SL1;034 QSJ 2882;0
LASH;003475905;SL1;034 QSJ 2878;0
LASH;00338344X;SL1;034 QSJ 2885;0
LASH;052195457;SL1;034 QSJ 2879;0
LASH;067268145;SL1;034 QSJ 2881;0
LASH;003322254;SL1;034 QSJ 2882;0
LASH;067268145;SL1;034 QSJ 2881;0
LASH;052455300;SL1;034 QSJ 2886;0
LASH;087392232;SL1;034 QSJ 2899;0
LASH;045185654;SL1;034 QSJ 2889;0
LASH;108118762;SL1;034 QSJ 2890;0
LASH;087392232;SL1;034 QSJ 2899;0
LASH;007620667;SL1;034 QSJ 2904;0
LASH;003483797;SL1;034 QSJ 2903;0
LASH;13053157X;SL1;034 QSJ 2905;0
LASH;004032179;SL1;034 QSJ 2909;0
LASH;003504417;SL1;034 QSJ 2906;0
LASH;158018621;SL1;034 QSJ 2905;0
LASH;047559985;SL1;034 QSJ 2946;0
LASH;003596303;SL1;034 QSJ 2914;0
LASH;12084799X;SL1;034 QSJ 2940;0
LASH;003695956;SL1;034 QSJ 2924;0
LASH;003695859;SL1;034 QSJ 2922;0
LASH;003596303;SL1;034 QSJ 2914;0
LASH;135415993;SL1;034 QSJ 2930;0
LASH;084612258;SL1;034 QSJ 2925;0
LASH;058905529;SL1;034 QSJ 292;0
LASH;003595528;SL1;034 QSJ 2950;0
LASH;003696162;SL1;034 QSJ 2948;0
LASH;101839502;SL1;034 QSJ 2946;0
LASH;003696162;SL1;034 QSJ 2948;0
LASH;051800462;SL1;034 QSJ 2897;0
LASH;12084799X;SL1;034 QSJ 2940;0
LASH;052455300;SL1;034 QSJ 2886;0
LASH;047559985;SL1;034 QSJ 2946;0
LASH;003595528;SL1;034 QSJ 2950;0
LASH;003485854;SL1;034 QSJ 2905;0
LASH;003695123;SL1;034 QSJ 2921;0
LASH;101839502;SL1;034 QSJ 2946;0
LASH;003382982;SL1;034 QSJ 2900;0
LASH;003594165;SL1;034 QSJ 2938;0
LASH;047834307;SL1;034 QSJ 2905;0
LASH;003695123;SL1;034 QSJ 2921;0
LASH;003557286;SL1;034 QSJ 2953;0
LASH;004032179;SL1;034 QSJ 2909;0
LASH;003597229;SL1;034 QSJ 2912;0
LASH;003450007;SL1;034 QSJ 2904;0
LASH;003595560;SL1;034 QSJ 2923;0
LASH;052455300;SL1;034 QSJ 2886;0
LASH;059347341;SL1;034 QSJ 295;0
LASH;003459063;SL1;034 QSJ 2908;0
LASH;003459179;SL1;034 QSJ 2916;0
